,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,EXPERIENCE,AGE
2760,415000,application developer,UNKNOWN,m,76.0,cbse,2008,79.0,cbse,11476,2,B.Tech/B.E.,computer engineering,73.0,Karnataka,2013,580,580,840,-0.2628,1.1248,0.3817,0.5323,0.4234,2,25
2761,325000,system engineer,MYSORE,m,67.0,cbse,2009,65.0,cbse,1263,2,B.Tech/B.E.,electronics and electrical engineering,62.0,Tamil Nadu,2013,430,545,535,-0.3027,0.5454,0.4711,-0.995,-0.4776,0,24
2762,450000,application engineer,DELHI,m,86.0,cbse,2010,74.44,cbse,7376,2,B.Tech/B.E.,computer science & engineering,73.38,Uttar Pradesh,2014,520,575,650,0.5591,-0.4536,-0.6048,-0.6147,-0.0943,1,22
2763,200000,programmer,CHENNAI,f,90.0,matriculation,2009,89.0,state board,6996,2,B.Tech/B.E.,computer science & engineering,72.0,Tamil Nadu,2013,535,470,470,-0.3027,-0.6201,0.01,-1.5021,-1.0524,1,24
2764,1200000,office coordinator,HYDERABAD,f,61.0,ssc,2004,53.0,intermideate,1029,2,MCA,computer application,69.0,Telangana,2010,355,315,435,-0.2628,-1.3713,0.0914,0.1798,0.5024,1,28
2766,500000,operations analyst,DELHI,m,75.0,cbse,2006,70.0,cbse,48,1,B.Tech/B.E.,information technology,68.6,Delhi,2011,554,625,575,0.0464,-0.1232,-0.0537,0.8848,0.5024,3,26
2767,570000,assistant manager,MUMBAI,m,93.16,state board,2009,97.9,state board,2867,2,B.Tech/B.E.,mechanical engineering,87.94,Telangana,2013,555,585,750,1.5644,0.2124,-0.2974,-2.5163,-0.8608,2,23
2768,310000,software engineer,HYDERABAD,f,85.0,state board,2010,86.0,state board,11954,2,B.Tech/B.E.,electronics and communication engineering,70.0,Telangana,2014,605,595,525,0.8463,0.5454,0.3174,-1.8824,0.4805,1,22
2769,120000,web application developer,PUNE,m,80.8,state board,2008,57.33,state board,5111,2,MCA,computer application,84.77,Maharashtra,2014,640,510,340,1.4208,-0.6201,0.01,-0.995,-0.0943,1,24
2770,300000,programmer analyst,KOLKATA,m,73.4,cbse,2006,67.0,cbse,4971,2,B.Tech/B.E.,electronics and instrumentation engineering,63.2,Uttar Pradesh,2011,515,475,625,1.2828,-0.5913,-0.9245,-0.9953,-1.0774,1,27
2771,180000,software developer,PUNE,f,80.0,state board,2008,71.17,state board,231,2,B.Tech/B.E.,information technology,61.0,Maharashtra,2013,465,440,310,0.51,1.2808,-0.9245,-0.9659,-0.2875,2,25
2772,165000,rf engineer,KOLKATA,m,62.5,state board,2008,60.0,state board,8297,2,B.Tech/B.E.,electronics and communication engineering,72.0,West Bengal,2014,465,540,465,-0.4463,-0.7866,-0.4511,-0.995,-1.0524,0,24
2773,200000,clerical,UNKNOWN,f,78.0,state board,2009,82.8,state board,11024,2,B.Tech/B.E.,electronics and communication engineering,79.0,Telangana,2013,395,495,440,0.2718,0.7119,0.7785,0.653,1.4386,1,23
2774,180000,it analyst,CHENNAI,m,86.2,cbse,2010,73.4,cbse,457,2,B.Tech/B.E.,electronics and communication engineering,64.5,Rajasthan,2014,605,500,590,-0.7335,1.2114,1.0859,-1.3753,-0.2859,1,23
2775,330000,programmer analyst,UNKNOWN,m,61.0,west bengal board of secondary education,2008,65.0,west bengal council of higher secondary education,6575,2,B.Tech/B.E.,computer engineering,68.0,Karnataka,2013,535,525,455,-0.6491,0.1888,-0.4891,0.1798,-0.9194,1,27
2776,480000,software developer,BANGALORE,m,89.0,cbse,2007,83.0,cbse,6570,2,B.Tech/B.E.,computer engineering,81.0,Orissa,2011,345,505,595,1.2828,0.0328,0.2366,-1.7004,-0.4455,3,26
2777,150000,process engineer,BANGALORE,m,80.6,cbse,2009,84.0,cbse,6904,2,B.Tech/B.E.,electronics and electrical engineering,71.0,Tamil Nadu,2013,585,610,525,-0.3027,-1.6191,-0.6048,0.0192,-1.6273,1,24
2778,120000,software developer,HYDERABAD,m,86.34,state board,2009,83.7,state board,5932,2,B.Tech/B.E.,computer science & engineering,72.19,Andhra Pradesh,2013,525,435,620,0.99,1.0449,1.8543,0.0192,0.0973,1,24
2779,350000,test engineer,UNKNOWN,m,86.9,cbse,2007,91.7,cbse,9184,2,B.Tech/B.E.,computer engineering,67.0,Telangana,2011,485,505,595,0.9737,0.1888,-1.0697,-1.4653,-0.2875,3,25
2780,350000,principal software engineer,UNKNOWN,f,91.8,cbse,2009,85.0,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,74.7,Haryana,2013,554,465,525,-1.4992,-0.7473,-1.5051,0.2973,0.4234,1,24
2781,345000,associate software engineer,HYDERABAD,m,88.1,state board,2009,88.1,state board,8218,2,B.Tech/B.E.,electronics and electrical engineering,62.57,Telangana,2013,560,510,520,1.1336,1.3779,0.01,-2.2627,-0.0943,1,23
2782,330000,system engineer,BANGALORE,m,84.4,cbse,2008,75.6,cbse,7557,2,B.Tech/B.E.,electronics and communication engineering,79.0,Delhi,2013,535,610,735,1.2772,0.3789,-0.1437,0.2727,-0.0943,1,25
2783,435000,linux systems administrator,GURGAON,m,79.0,cbse,2006,69.6,cbse,4948,2,B.Tech/B.E.,computer engineering,72.0,Rajasthan,2011,475,515,545,-0.5719,-0.5913,-1.5051,-1.4653,-1.5513,3,26
2784,200000,system engineer,CHENNAI,m,97.0,state board,2010,95.08,state board,566,2,B.Tech/B.E.,electronics and communication engineering,89.0,Tamil Nadu,2014,440,395,545,1.4208,0.7119,-0.7585,-1.6289,-0.8608,1,22
2785,100000,programmer,HYDERABAD,f,72.0,state board,2009,72.0,state board,11877,2,B.Tech/B.E.,electronics and communication engineering,68.0,Andhra Pradesh,2013,405,445,235,-0.4463,-0.9531,-0.2974,0.3995,-0.6692,1,23
2786,420000,software engineer,UNKNOWN,f,89.1,ssc,2008,96.2,board of intermediate,8819,2,B.Tech/B.E.,electronics and communication engineering,85.57,Telangana,2012,665,625,674,0.7419,0.8128,-0.4891,0.2679,-0.4455,2,24
2787,385000,software developer,BANGALORE,f,76.0,icse,2009,74.0,icse,4450,2,B.Tech/B.E.,information technology,79.0,Uttar Pradesh,2013,590,450,400,1.5644,1.2114,1.8543,0.9066,0.6721,2,23
2788,325000,system engineer,BANGALORE,m,77.6,cbse,2010,77.4,cbse,6874,2,B.Tech/B.E.,computer science & engineering,72.0,Uttarakhand,2014,630,520,355,-1.1644,-1.1196,-0.9122,-0.1076,-0.6692,1,23
2789,330000,application developer,CHENNAI,m,78.6,state board,2010,79.0,state board,8808,2,B.Tech/B.E.,electronics and communication engineering,74.0,Tamil Nadu,2014,675,565,405,0.8463,1.0449,0.7785,-2.643,0.2889,1,23
2790,400000,assistant manager,THANE,f,62.93,"nagpur board,nagpur",2006,66.0,"nagpur board,nagpur",3665,2,B.Tech/B.E.,information technology,59.9,Maharashtra,2011,455,555,615,-0.880999999999999,0.0328,0.9623,-0.1727,-0.4455,2,26
2791,120000,human resources analyst,CHENNAI,m,81.9,matric,2008,89.3,state board,10640,2,B.Tech/B.E.,electronics and electrical engineering,87.5,Tamil Nadu,2012,445,525,375,0.6646,0.2668,-0.7068,0.53233,0.0284,1,24
2792,360000,associate software engineer,PUNE,m,86.33,state board,2009,86.33,state board,5111,2,B.Tech/B.E.,information technology,66.93,Maharashtra,2013,370,400,485,0.2009,0.8128,0.672,1.7074,0.5419,2,24
2793,310000,software test engineer,NOIDA,m,76.0,cbse,2010,64.0,cbse,10971,2,B.Tech/B.E.,computer science & engineering,67.0,Uttar Pradesh,2014,555,450,470,-1.1644,1.2114,0.4711,-0.1076,-0.6692,1,22
2794,310000,software test engineer,GURGAON,m,67.0,icse,2010,62.0,isc,2774,2,B.Tech/B.E.,information technology,71.0,Madhya Pradesh,2014,520,305,355,-1.308,-0.2871,-0.2974,0.3995,-1.8189,0,23
2795,250000,operations analyst,BANGALORE,f,70.0,cbse,2007,61.0,cbse,4368,2,B.Tech/B.E.,information technology,70.0,Orissa,2011,315,355,375,-0.1082,-1.0593,-0.1988,1.2374,-0.6035,3,26
2796,100000,software developer,UNKNOWN,m,76.96,state board,2010,70.0,state board,9170,2,B.Tech/B.E.,electronics and communication engineering,70.0,Karnataka,2014,350,240,210,0.99,-0.9531,1.0859,0.5262,-0.0943,0,23
2797,400000,junior software engineer,BANGALORE,m,90.83,state board,2009,92.5,state board,5071,2,B.Tech/B.E.,electronics and electrical engineering,82.0,Andhra Pradesh,2013,640,665,630,-1.4517,-2.4516,-1.0659,-0.2344,-0.2859,0,23
2798,400000,programmer analyst,PUNE,m,85.46,maharashtra board,2006,82.5,maharashtra board,1281,2,B.Tech/B.E.,computer engineering,62.0,Maharashtra,2010,495,505,625,0.3555,-0.9033,-0.1988,-0.5253,0.3444,4,27
2799,210000,java software engineer,PUNE,m,61.0,pune,2009,72.0,diploma(msbte),7164,2,B.Tech/B.E.,computer engineering,55.5,Maharashtra,2012,415,345,395,0.51,0.0328,-1.0697,-0.6134,-0.4455,1,26
2800,290000,associate system engineer,NOIDA,m,76.0,state board,2009,71.0,state board,8287,2,B.Tech/B.E.,computer science & engineering,68.0,West Bengal,2017,510,370,430,0.1282,-0.1206,0.6248,0.2727,-0.6692,1,24
2801,300000,associate system engineer,UNKNOWN,m,92.0,state board,2009,87.6,state board,6881,2,B.Tech/B.E.,electrical engineering,81.1,West Bengal,2013,545,535,650,0.2718,-0.2871,-0.2974,-1.3753,-0.2859,0,24
2802,420000,application developer,NOIDA,f,86.8,cbse,2008,84.6,cbse,7557,2,B.Tech/B.E.,computer engineering,83.9,Delhi,2012,435,575,454,0.3555,0.8128,-0.4891,-0.6428,-0.7615,2,25
2803,130000,junior .net developer,VISAKHAPATNAM,m,87.0,state board,2009,85.0,state board,15446,2,B.Tech/B.E.,computer science & engineering,66.5,Andhra Pradesh,2013,650,480,525,0.99,1.0449,0.3174,0.0192,0.0973,2,23
2804,140000,java trainee,CHENNAI,m,87.0,state board,2009,75.0,state board,220,2,B.Tech/B.E.,information technology,67.63,Madhya Pradesh,2013,455,435,475,-0.0154,1.5444,1.3933,-0.7415,1.247,1,24
2805,240000,senior software engineer,NOIDA,m,78.8,cbse,2009,67.0,cbse,382,2,B.Tech/B.E.,information technology,71.0,Uttar Pradesh,2014,465,440,520,-1.0208,-0.4536,-0.4511,-0.3612,1.247,0,23
2806,170000,junior engineer product support,NOIDA,f,81.0,cbse,2010,78.0,cbse,4450,2,B.Tech/B.E.,electronics and communication engineering,65.0,Uttar Pradesh,2014,630,520,545,1.2772,0.8784,1.547,-0.8682,-0.2859,1,24
2807,200000,software engineer,UNKNOWN,m,71.0,up board,2007,72.6,up board,144,2,B.Tech/B.E.,computer engineering,73.6,Uttar Pradesh,2013,360,425,445,0.8463,-0.6201,0.6248,-0.2344,1.0554,1,24
2808,200000,customer service,HYDERABAD,m,78.08,cbse,2010,80.8,state board,9282,2,B.Tech/B.E.,mechanical engineering,62.67,Andhra Pradesh,2014,650,540,380,1.1336,0.3789,0.01,-0.4879,0.4805,1,22
2809,150000,network engineer,HYDERABAD,m,70.0,state board,2010,74.0,state board,7269,2,B.Tech/B.E.,electronics and communication engineering,65.0,Telangana,2014,430,365,255,0.2718,-0.2871,0.1637,0.3995,0.4805,1,22
2810,150000,system administrator,MANGALORE,m,75.0,cbse,2008,77.0,cbse,708,2,B.Tech/B.E.,electronics and communication engineering,70.45,Karnataka,2013,455,595,545,1.2772,1.2114,1.3933,-0.1076,0.8637,1,24
2811,360000,software engineer,GURGAON,f,66.7,state board,2007,60.0,state board,350,2,B.Tech/B.E.,computer science & engineering,66.0,Uttar Pradesh,2013,405,425,545,0.4155,0.3789,1.0859,-0.1076,-1.4356,1,25
2812,360000,software test engineer,UNKNOWN,m,77.0,cbse,2008,71.0,cbse,1982,2,B.Tech/B.E.,computer engineering,72.34,Uttar Pradesh,2012,465,555,650,1.3215,1.5928,1.3977,-1.1422,0.1864,2,25
2813,300000,databassociate software engineer developer,BANGALORE,m,76.5,state board,2006,69.0,state board,413,1,MCA,computer application,64.2,Telangana,2013,635,585,665,1.5644,0.0459,1.2396,-1.2486,0.4805,2,26
2814,305000,software test engineer,HYDERABAD,f,78.8,cbse,2010,70.0,cbse,9837,2,B.Tech/B.E.,computer science & engineering,77.6,Telangana,2014,545,505,485,-0.3027,0.5454,1.2396,-0.1076,1.247,1,23
2815,200000,technical support engineer,DELHI,m,78.0,cbse,2008,69.0,cbse,14720,2,B.Tech/B.E.,computer science & engineering,68.0,Uttar Pradesh,2013,675,545,525,-0.3027,-0.6201,-2.2954,-0.1076,-0.2859,1,24
2816,335000,programmer analyst,CHENNAI,m,87.0,state board,2009,85.0,state board,4680,2,B.Tech/B.E.,electronics and communication engineering,81.0,Tamil Nadu,2013,455,485,605,0.6696,-0.1334,0.3292,-1.5899,-0.8608,1,24
2817,180000,engineer,BENGALURU,m,77.5,state board,2010,83.0,state board,11476,2,B.Tech/B.E.,mechanical engineering,64.5,Karnataka,2014,430,555,455,-0.0154,-0.1206,-0.7585,1.0333,-1.6273,1,23
2818,120000,quality analyst,NOIDA,m,76.0,cbse,2009,55.6,cbse,75,2,B.Tech/B.E.,computer science & engineering,60.64,Uttar Pradesh,2014,665,570,560,0.7027,0.7119,0.9322,-1.5021,-0.0943,0,24
2819,300000,product manager,NOIDA,m,80.8,cbse,2006,62.2,cbse,48,1,B.Tech/B.E.,computer science & engineering,73.12,Delhi,2012,445,485,545,1.2056,1.9048,-0.7794,-1.49467,-0.4455,1,27
2820,505000,software engineer,HYDERABAD,m,70.1,wbbse,2006,68.6,cbse,64,2,B.Tech/B.E.,information technology,66.52,Uttar Pradesh,2011,695,505,605,0.2009,-0.4353,-0.1988,0.2973,0.8183,4,27
2821,300000,programmer analyst,HYDERABAD,f,87.5,state board,2010,93.6,state board,1428,2,B.Tech/B.E.,information technology,70.22,Telangana,2014,380,460,555,0.4155,0.5454,0.9322,-0.8682,-0.0943,1,23
2822,180000,client services associate,DELHI,m,62.0,cbse,2006,58.0,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,59.0,Uttar Pradesh,2012,475,375,325,-0.2628,0.5008,0.2729,0.41483,0.3444,1,26
2823,450000,senior software engineer,BANGALORE,f,95.86,cbse,2007,87.0,cbse,1866,2,B.Tech/B.E.,information technology,78.27,Karnataka,2011,635,495,525,0.6646,0.3448,-1.0697,-2.0529,-0.1295,3,26
2824,100000,production engineer,HYDERABAD,m,82.3,state board,2009,84.2,state board,2899,2,B.Tech/B.E.,electronics and electrical engineering,75.6,Telangana,2013,475,425,380,0.8463,-0.6201,-0.1437,-1.3753,-1.244,0,23
2825,400000,systems analyst,BANGALORE,m,80.8,state board,2009,89.0,state board,7000,2,B.Tech/B.E.,electronics and communication engineering,82.0,Karnataka,2013,475,390,435,-0.3027,-0.1206,0.01,0.0192,-2.0105,2,24
2826,200000,quality analyst,CHENNAI,f,83.0,state board,2009,76.0,state board,3816,2,B.Tech/B.E.,electronics and electrical engineering,75.0,Tamil Nadu,2013,625,340,250,0.8463,0.5454,-1.0659,-1.2486,-0.0943,1,24
2827,220000,software engineer,NOIDA,m,73.4,central board of secondary education,2006,78.8,central board of secondary education,2513,2,B.Tech/B.E.,computer engineering,64.23,Rajasthan,2011,325,495,545,-1.3447,0.6568,0.5269,0.1798,0.3444,2,27
2828,225000,catalog associate,CHENNAI,m,76.2,cbse,2008,72.8,cbse,3944,2,B.Tech/B.E.,electronics and electrical engineering,73.03,Tamil Nadu,2012,585,555,545,-0.4173,0.1888,-0.6343,-1.2303,0.5419,0,25
2829,430000,system engineer,BANGALORE,m,89.12,cbse,2008,74.33,cbse,1866,2,B.Tech/B.E.,computer engineering,77.89,Karnataka,2012,505,585,645,0.9737,1.5538,-1.0334,-1.58287,-0.2875,3,25
2830,150000,maintenance supervisor,KOLKATA,m,64.0,gyan bharati school,2004,70.0,dav public school,6953,2,B.Tech/B.E.,electrical engineering,66.7,West Bengal,2010,465,195,555,-2.272,-2.7754,-1.6502,0.4148,-2.3412,1,29
2831,375000,system engineer,PUNE,f,89.0,state,2008,97.6,state,5015,2,B.Tech/B.E.,computer engineering,80.0,Andhra Pradesh,2012,505,495,525,0.1623,0.8128,0.2366,-0.0846,-0.7615,2,24
2832,180000,data analyst,NOIDA,m,63.0,icse,2010,62.0,cbse,350,2,B.Tech/B.E.,information technology,62.44,Uttar Pradesh,2014,380,510,515,-1.4517,-1.2861,-0.1437,1.1601,-1.4356,1,23
2833,565000,r&d engineer,UNKNOWN,m,91.0,karnataka state board,2008,84.33,"pre university board, karnataka",855,2,M.Tech./M.E.,computer networking,70.13,Karnataka,2015,605,505,545,-0.6491,0.3448,0.0914,-0.349,-1.5513,1,25
2834,670000,senior system engineer,BANGALORE,m,91.2,cbse,2005,81.2,cbse,64,2,B.Tech/B.E.,computer engineering,72.5,Uttar Pradesh,2010,595,565,495,0.0464,0.6568,0.5269,-0.6428,-0.9194,5,28
2835,325000,business analyst,NOIDA,f,87.0,cbse,2009,80.5,cbse,12666,2,B.Tech/B.E.,electronics and communication engineering,70.0,Uttar Pradesh,2013,485,475,235,-0.1082,1.4368,0.672,0.4148,1.0158,2,24
2836,350000,software engineer,NAVI MUMBAI,m,61.6,maharashtra state board,2006,57.83,maharashtra state board,6196,2,B.Tech/B.E.,computer engineering,49.07,Maharashtra,2013,655,425,555,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295,2,27
2837,420000,production engineer,BAHADURGARH,m,78.67,state board,2009,73.6,cbse,66,2,B.Tech/B.E.,mechanical engineering,61.42,Uttar Pradesh,2014,685,435,560,-0.5899,-0.2871,-0.8703,0.9066,-0.2511,1,22
2838,365000,programmer analyst,CHENNAI,m,92.09,matriculation,2008,93.41,state board,3076,2,B.Tech/B.E.,electronics and communication engineering,80.0,Tamil Nadu,2012,575,585,475,0.3555,0.5008,0.2366,-0.17277,-0.2875,2,24
2839,115000,technical support engineer,NOIDA,m,73.0,up board,2009,72.0,up board,172,2,B.Tech/B.E.,electronics and communication engineering,70.4,Uttar Pradesh,2013,520,330,310,-0.7264,1.6708,-0.1626,1.8249,-0.1295,1,23
2840,325000,software engineer,MUMBAI,f,81.46,maharashtra board,2008,79.33,maharashtra board,8016,2,B.Tech/B.E.,information technology,68.24,Maharashtra,2012,455,425,554,0.9737,-0.5913,-1.3599,0.8848,-0.0506,2,24
2841,220000,java software engineer,NOIDA,f,87.8,cbse,2009,74.5,cbse,14351,2,B.Tech/B.E.,information technology,78.2,Punjab,2013,615,500,530,-0.5899,1.2114,0.4711,0.3995,0.2889,1,24
2842,250000,software developer,JAIPUR,m,73.5,"rbse,ajmer",2008,77.23,ssm srsecschool,2028,2,B.Tech/B.E.,information technology,74.04,Rajasthan,2012,300,500,720,1.2772,0.4395,-0.2974,-2.2627,-1.0524,1,24
2843,600000,asst. manager,ODISHA,m,94.8,cbse,2008,81.2,cbse,436,1,B.Tech/B.E.,other,90.32,Uttarakhand,2013,675,525,795,-0.3027,-0.7866,-0.4511,0.0192,-0.0943,1,24
2844,205000,java developer,AHMEDABAD,m,81.86,icse,2010,74.4,icse,1320,2,B.Tech/B.E.,computer engineering,80.7,Gujarat,2014,560,560,605,1.5644,1.5444,0.9322,-2.5163,1.4386,0,22
2845,170000,data analyst,HYDERABAD,f,83.5,board of secondaray education,2008,92.5,board of intermediate education,9774,2,B.Tech/B.E.,electronics and communication engineering,74.7,Telangana,2012,445,565,615,1.4374,1.7488,-1.5051,-1.7591,0.5024,2,24
2846,575000,ui developer,HYDERABAD,m,79.6,cbse,2007,72.8,cbse,5079,2,B.Tech/B.E.,computer engineering,68.7,Rajasthan,2012,650,655,570,0.5591,0.8784,0.3174,-0.7415,0.4805,2,26
2847,190000,front end developer,UNKNOWN,f,73.0,state board,2007,56.0,state board,6480,2,MCA,computer application,71.0,Maharashtra,2013,405,410,440,-0.4463,-0.1206,-0.1437,0.9066,0.8637,1,25
2848,120000,databassociate software engineer developer,HYDERABAD,m,79.0,state board,2010,89.2,state board,14342,2,B.Tech/B.E.,information technology,71.0,Andhra Pradesh,2014,370,505,330,0.99,1.3779,1.8543,0.5262,0.2889,1,22
2849,130000,technical support engineer,CHENNAI,m,81.0,state board,2009,77.0,state board,8823,2,B.Tech/B.E.,computer science & engineering,67.0,Tamil Nadu,2013,510,500,295,1.4208,1.5444,1.0859,-1.1218,1.247,0,23
2850,325000,system engineer,PUNE,m,92.4,cbse,2009,83.4,cbse,6874,2,B.Tech/B.E.,computer engineering,71.46,Uttarakhand,2013,765,715,635,1.8517,1.5444,0.7785,-2.2627,1.0554,1,23
2851,240000,it support specialist,UNKNOWN,m,73.8,icse,2007,71.0,cbse,8634,2,B.Tech/B.E.,other,58.3,Maharashtra,2013,640,595,595,0.8463,0.2124,0.6248,-0.8682,1.247,2,26
2852,150000,junior software engineer,GURGAON,f,86.2,cbse,2008,69.8,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,68.4,Uttar Pradesh,2012,505,405,515,0.9737,0.5008,-0.3803,0.76733,0.8183,1,25
2854,420000,system engineer,AHMEDABAD,m,79.8,cbse,2007,81.0,cbse,1622,2,B.Tech/B.E.,electronics and communication engineering,76.03,Madhya Pradesh,2012,425,535,605,1.4374,0.1498,-0.598,-1.58287,-0.7615,3,26
2855,110000,system administrator,KAKINADA,m,81.83,state board,2010,89.1,state board,15456,2,B.Tech/B.E.,electronics and electrical engineering,65.4,Andhra Pradesh,2014,465,510,450,0.8463,1.2114,0.3174,-1.6289,-0.2859,1,22
2856,350000,software engineer,HYDERABAD,m,90.4,cbse,2009,79.8,cbse,47,1,B.Tech/B.E.,computer engineering,73.4,Delhi,2013,590,520,680,-2.3134,0.2124,-1.2196,2.0475,-1.6273,2,24
2857,380000,associate system engineer,HYDERABAD,m,89.33,secondary school education,2008,97.0,board of intermediate,8404,2,B.Tech/B.E.,electronics and communication engineering,79.0,Andhra Pradesh,2012,515,555,655,0.8578,0.0328,-0.1988,-0.26087,-0.2875,2,23
2858,150000,quality engineer,NOIDA,m,69.0,cbse,2007,50.0,cbse,713,2,B.Tech/B.E.,electronics and instrumentation engineering,66.0,Tamil Nadu,2011,394,265,445,0.0464,-1.9953,0.0914,0.8848,0.0284,2,26
2859,180000,salesforce developer,PUNE,m,69.2,cbse,2008,64.4,cbse,13001,2,B.Tech/B.E.,electronics and communication engineering,67.8,Madhya Pradesh,2012,490,360,310,0.4155,1.3779,1.547,3.3152,0.6721,1,25
2860,200000,engineer-hws,GURGAON,m,64.0,up board,2006,64.0,up board,2528,2,B.Tech/B.E.,electronics and communication engineering,65.0,Uttar Pradesh,2012,500,435,605,-1.4992,-2.0733,-1.2511,-0.2902,-2.0253,1,26
2861,170000,technical support engineer,KOLKATA,f,67.0,icse,2010,67.0,icse,3054,2,B.Tech/B.E.,electronics & telecommunications,72.0,Orissa,2014,450,460,340,-1.4517,0.2124,-0.6048,1.4136,-0.2859,1,23
2862,210000,network engineer,UNKNOWN,m,71.1,state board,2008,64.2,state board,4971,2,B.Tech/B.E.,electronics and communication engineering,74.3,Uttar Pradesh,2014,535,445,545,-0.8772,-0.1206,0.6248,0.0192,-0.2859,0,24
2863,360000,test engineer,GURGAON,m,84.6,cbse,2010,74.4,cbse,10932,2,B.Tech/B.E.,computer science & engineering,66.24,Uttar Pradesh,2014,590,440,620,0.1282,1.3779,-2.1418,-0.995,0.6721,1,22
2864,190000,network engineer,NAVI MUMBAI,m,61.73,ssc,2008,60.0,hsc,7495,2,B.Tech/B.E.,computer engineering,63.33,Maharashtra,2012,455,395,385,-0.2628,-0.4353,1.2525,0.0623,-0.9194,1,25
2865,235000,business analyst consultant,CHANDIGARH,m,78.16,icse,2010,64.83,icse,137,2,B.Tech/B.E.,computer science & engineering,63.65,Uttar Pradesh,2014,560,510,450,-0.0154,0.8784,1.2396,1.9207,0.8637,1,23
2866,350000,quality analyst,NOIDA,m,88.0,cbse,2009,88.0,cbse,387,2,B.Tech/B.E.,information technology,74.74,Uttar Pradesh,2014,490,545,630,0.5591,-0.1206,0.01,-1.1218,-0.0943,1,23
2867,335000,software engineer,BANGALORE,m,77.22,karnataka secondary education board,2008,75.66,karnataka pre university board,356,2,B.Tech/B.E.,electronics and communication engineering,77.01,Karnataka,2012,385,465,595,-0.4173,0.1888,-0.1988,-0.349,-0.1295,3,24
2868,355000,software quality assurance tester,BANGALORE,f,92.0,board of secondary education,2008,94.9,board of intermediate,9769,2,B.Tech/B.E.,computer engineering,76.0,Telangana,2012,595,475,684,-0.4173,-0.2012,-0.3803,-0.4078,-0.9194,2,25
2869,430000,senior system engineer,BHUBANESWAR,m,86.0,ssc,2008,96.5,board of intermediate education,6638,2,B.Tech/B.E.,electronics and communication engineering,71.46,Andhra Pradesh,2012,565,615,745,-1.6538,-1.0203,-0.4891,1.23732999999999,-1.2354,2,24
2870,300000,software engineer,JAIPUR,m,58.0,cbse,2007,59.0,cbse,3159,2,MCA,computer application,70.0,Rajasthan,2013,395,385,525,0.6646,0.9688,-0.1988,0.1798,0.1864,2,26
2871,200000,quality analyst,GURGAON,f,84.0,cbse,2006,71.0,cbse,2528,2,B.Tech/B.E.,electronics and communication engineering,73.5,Uttar Pradesh,2012,535,460,340,0.3555,0.1888,0.672,0.8848,-0.406,2,27
2872,420000,management trainee,DELHI,m,82.0,cbse,2005,75.8,cbse,443,1,M.Tech./M.E.,other,82.5,Uttar Pradesh,2014,625,520,705,-1.8825,0.5454,-0.9122,-0.1076,-1.4356,1,27
2873,220000,android developer,INDORE,m,91.6,state board,2009,76.0,state board,3725,2,B.Tech/B.E.,information technology,70.25,Madhya Pradesh,2013,570,545,405,0.2718,-0.1206,-0.6048,-0.3612,-0.0943,1,24
2874,350000,product manager,BANGALORE,m,82.6,cbse,2009,68.4,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,72.0,Punjab,2013,570,500,590,0.99,-0.6201,-0.4511,0.3995,-1.0524,1,23
2875,250000,software engineer,CHENNAI,m,70.14,icse,2009,75.2,cbse,7814,2,B.Tech/B.E.,electronics and communication engineering,80.9,Orissa,2013,650,615,525,0.4155,0.5454,-0.6048,-0.995,-0.4776,1,23
2876,200000,network engineer,BANGALORE,m,52.0,state board,2010,65.8,state board,105,2,B.Tech/B.E.,electronics and communication engineering,64.8,Uttar Pradesh,2014,250,315,220,-1.5953,-0.2871,1.547,1.0333,-1.0524,1,23
2877,300000,entry level sales and marketing,NASIK,m,86.2,cbse,2010,82.0,cbse,47,1,B.Tech/B.E.,electronics and electrical engineering,78.9,Delhi,2014,640,535,545,-1.7389,-1.6191,-1.9881,0.653,-1.6273,1,23
2878,340000,software engineer,MUMBAI,m,76.6,cbse,2009,82.2,cbse,67,2,B.Tech/B.E.,computer science & engineering,72.0,Uttar Pradesh,2013,520,610,705,-1.0208,-0.2871,-0.9122,0.0192,-2.0105,2,24
2879,450000,software engineer,GURGAON,f,81.4,cbse,2008,83.6,cbse,167,2,B.Tech/B.E.,information technology,73.0,Haryana,2012,505,515,515,-2.5811,0.9688,-0.9245,0.5323,-0.0506,2,25
2880,1030000,senior software developer,BANGALORE,f,91.2,cbse,2009,84.8,cbse,285,1,B.Tech/B.E.,computer engineering,92.0,Punjab,2013,615,585,765,-0.159,0.5454,0.4711,-1.5021,-1.0524,2,24
2881,355000,software engineer,UNKNOWN,m,80.0,state board,2010,85.6,state board,14382,2,B.Tech/B.E.,information technology,90.1,Telangana,2014,490,555,465,-0.0154,0.5454,0.3174,-1.3753,-0.2859,1,23
